id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
Game2-austria-italy-325,1458,"Gotcha, I trust you and want to see you succeed! Let's do this!",austria-Game2,Game2-austria-italy-324,Game2-austria-italy,italy-Game2,1458,325,1902,5,1,1
Game1-italy-france-37,734,"Basically, I am getting a bit of an ultimatum from my friends in the east, and I would like to arrange for a feint in your direction this turn, to set up an attack on Austria, but I want to share it with you first.",italy-Game1,Game1-italy-france-36,Game1-italy-france,france-Game1,734,37,1903,5,-1,1
Game12-turkey-france-85,813,Did you come to an arrangement with Russia which ended up feeling safe for you to try?  This game could get to a 12-12-10 three way draw if you can get into position to get Lvp and Lon with builds from Tun and Hol.  I *think* there enough seasons before fall 1910 to get there still...,turkey-Game12,Game12-turkey-france-84,Game12-turkey-france,france-Game12,813,85,1906,10,4,1
Game4-turkey-austria-55,1171,Will see what Russia has to say,austria-Game4,Game4-turkey-austria-54,Game4-turkey-austria,turkey-Game4,1171,55,1905,5,0,0
Game1-italy-germany-175,1683,"Well, I have been honest with both you and France. You told me that I need to promise you a set of things in order to take the Channel. I felt like it was more than I could be sure of doing, so I am not entering the Channel. I won’t go there without your permission.",italy-Game1,Game1-italy-germany-174,Game1-italy-germany,germany-Game1,1683,175,1906,8,3,1
Game11-turkey-austria-179,929,Let me look at the map.,turkey-Game11,Game11-turkey-austria-178,Game11-turkey-austria,austria-Game11,929,179,1904,6,0,0
Game4-italy-france-4,136,I'm not 100% sure but I do think I will be playing some safe moves,france-Game4,Game4-italy-france-3,Game4-italy-france,italy-Game4,136,4,1901,3,0,0
Game9-austria-russia-33,963,No proposal then?,russia-Game9,Game9-austria-russia-32,Game9-austria-russia,austria-Game9,963,33,1902,6,1,0
Game9-england-russia-46,1080,"Well, barring the Germans, but they're about to lose 2 supply centers so not much to fear there.",russia-Game9,Game9-england-russia-45,Game9-england-russia,england-Game9,1080,46,1902,6,1,1
Game7-italy-russia-2,105,What are your first impressions? Germany obviously doesn't like you.,italy-Game7,Game7-italy-russia-1,Game7-italy-russia,russia-Game7,105,2,1901,3,-1,0
Game8-italy-germany-1,97,Things are still shaking out but overall ok. France and England seem to be getting along nicely and will likely roll towards us soon.,germany-Game8,Game8-italy-germany-0,Game8-italy-germany,italy-Game8,97,1,1901,3,0,1
Game2-germany-russia-16,531,Turkey asked me why your army in Ber halted. What do you want me to say?,germany-Game2,Game2-germany-russia-15,Game2-germany-russia,russia-Game2,531,16,1901,5,2,0
Game1-italy-germany-242,2018,"Re your move this turn, I don’t think you’re powerless. You should get a build I think and if not, you should be in position to smash England.",italy-Game1,Game1-italy-germany-241,Game1-italy-germany,germany-Game1,2018,242,1907,10,3,1
Game11-italy-france-31,1118,"Ok, I didn't think Germany would betray me but they did. No matter what situation your in, we have to all start working together to stop Germany or they will win.",france-Game11,Game11-italy-france-30,Game11-italy-france,italy-Game11,1118,31,1905,8,5,1
Game3-england-austria-10,1421,Was Vienna staged? Or is that an OUCH?,england-Game3,Game3-england-austria-9,Game3-england-austria,austria-Game3,1421,10,1905,7,2,0
Game11-germany-france-2,20,"I spoke to England and they don't seem like a particularly diplomatic player, but I'm pretty sure I can get into the English channel. From there I would like to move to Belgium, since they will most likely be moving back to London. In return for Belgium I would be willing to support or convoy you into English territory.",france-Game11,Game11-germany-france-1,Game11-germany-france,germany-Game11,20,2,1901,3,0,1
Game1-england-italy-193,1492,"You really said nothing to that effect? What would prompt france to say that to me? It’s ok if you did say something, but i want you to be honest about it.",england-Game1,Game1-england-italy-192,Game1-england-italy,italy-Game1,1492,193,1906,5,-3,0
Game7-austria-italy-73,684,Sounds good,italy-Game7,Game7-austria-italy-72,Game7-austria-italy,austria-Game7,684,73,1903,4,1,0
Game12-turkey-italy-35,701,"Yeah.  For this season, there’s no point in trying to negotiate something: the risk is too high for you on a fall turn.  But maybe once you’re turtled up and we’re looking at a slightly safer spring move, we can discuss some way to slingshot me past you",turkey-Game12,Game12-turkey-italy-34,Game12-turkey-italy,italy-Game12,701,35,1905,8,4,1
Game1-austria-italy-146,2474,I’m game for a draw if you guys want to wrap it up here.,italy-Game1,Game1-austria-italy-145,Game1-austria-italy,austria-Game1,2474,146,1908,13,10,1
Game3-england-germany-67,548,Has he made you any offers on Sweden?,england-Game3,Game3-england-germany-66,Game3-england-germany,germany-Game3,548,67,1902,5,0,1
Game1-germany-russia-17,848,"Ah right okay. Well, do let me know if there's anything I can do to help? Esp. if you're willing to support me into Denmark this year, and then I could support you into Sweden in the fall?",germany-Game1,Game1-germany-russia-16,Game1-germany-russia,russia-Game1,848,17,1904,4,-3,1
Game1-england-italy-447,2471,"Eh, anything can happen, but I’m not really motivated to do that at this point. I’d accept a draw right now if everyone was on board.",italy-Game1,Game1-england-italy-446,Game1-england-italy,england-Game1,2471,447,1908,13,7,1
Game11-france-russia-2,80,How do you know they are plotting each-others destruction? Not sure which side to take yet.,france-Game11,Game11-france-russia-1,Game11-france-russia,russia-Game11,80,2,1901,3,-1,1
Game6-austria-russia-5,44,"Bounce in the spring, hope for the DMZ in the fall",russia-Game6,Game6-austria-russia-4,Game6-austria-russia,austria-Game6,44,5,1901,4,1,1
Game8-italy-france-15,398,I decided on a different sequence of moves out of fear you’d reneg and try to stop me,france-Game8,Game8-italy-france-14,Game8-italy-france,italy-Game8,398,15,1903,6,2,1
Game4-turkey-russia-23,324,Mhm.,russia-Game4,Game4-turkey-russia-22,Game4-turkey-russia,turkey-Game4,324,23,1901,5,0,1
Game4-england-germany-11,116,He hasn't told me about that. An EFGs an interesting proposition... But idk. What do you think? And wdu mean what's his deal?,germany-Game4,Game4-england-germany-10,Game4-england-germany,england-Game4,116,11,1901,3,0,1
Game3-england-germany-130,828,Yes that sounds good,germany-Game3,Game3-england-germany-129,Game3-england-germany,england-Game3,828,130,1903,4,-3,0
Game1-england-germany-4,60,"Well, that makes two of us then. You're welcome to ask a specific question if you have one though.",england-Game1,Game1-england-germany-3,Game1-england-germany,germany-Game1,60,4,1901,3,0,0
Game2-austria-italy-117,381,shoot,austria-Game2,Game2-austria-italy-116,Game2-austria-italy,italy-Game2,381,117,1901,3,0,0
Game2-italy-germany-50,435,"And it’s not at England, and it probably ain’t at me",italy-Game2,Game2-italy-germany-49,Game2-italy-germany,germany-Game2,435,50,1901,3,0,0
Game2-turkey-italy-65,572,"Ok, I mean we don’t have much more to talk about then.",italy-Game2,Game2-turkey-italy-64,Game2-turkey-italy,turkey-Game2,572,65,1901,4,-1,0
Game11-turkey-austria-153,830,Will you support me into años,austria-Game11,Game11-turkey-austria-152,Game11-turkey-austria,turkey-Game11,830,153,1903,5,0,0
Game9-turkey-austria-28,877,"I am a bit new at this stuff, sorry",turkey-Game9,Game9-turkey-austria-27,Game9-turkey-austria,austria-Game9,877,28,1902,4,-1,1
Game1-england-austria-48,2562,"Looks like the game was created just after the option was instituted, so maybe it's in place? I think it would probably be more obvious it was enabled, however.",austria-Game1,Game1-england-austria-47,Game1-england-austria,england-Game1,2562,48,1908,3,-3,0
Game1-england-italy-206,1532,"1) You’ve been straight with me all game. 2) You have a much better ability to read the board than she does. 3) You’re on the other side, so you can’t really stab me, but I could totally see her moving to Tyrolia some time soon. 4) You’re not in France’s pocket.",italy-Game1,Game1-england-italy-205,Game1-england-italy,england-Game1,1532,206,1906,8,3,1
Game4-germany-russia-17,227,had a sorta anti-russian opening and just seeing who's on who's side,russia-Game4,Game4-germany-russia-16,Game4-germany-russia,germany-Game4,227,17,1901,4,1,1
Game1-england-italy-223,1652,"More broadly, is there any chance you’d like to form a trio and work with me and Russia long term?",italy-Game1,Game1-england-italy-222,Game1-england-italy,england-Game1,1652,223,1906,8,3,1
Game12-england-russia-18,456,That might be cleaner if that’s cool with you,russia-Game12,Game12-england-russia-17,Game12-england-russia,england-Game12,456,18,1903,5,0,0
Game1-austria-italy-36,581,"My concern there is that Arm doesn’t have much to do other than support Smyrna, and I don’t know if we want to rely on Russia helping. I think he has a serious incentive to prevent us from succeeding too quickly against Turkey.",italy-Game1,Game1-austria-italy-35,Game1-austria-italy,austria-Game1,581,36,1903,5,0,1
Game9-england-italy-0,13,"Hey Italy, just saying high. I doubt we will cross paths until later in the game, but if you feel so inclined you could attack France 😉. France is probably the strongest county and I think me, you, and Germany should shut them down before they can get up and running. Anyways, good luck and have fun!",england-Game9,,Game9-england-italy,italy-Game9,13,0,1901,3,0,1
Game4-england-russia-28,637,I'm not exactly sure but France proposed it and I'm rolling with the flow,england-Game4,Game4-england-russia-27,Game4-england-russia,russia-Game4,637,28,1902,4,-1,1
Game4-italy-france-59,1146,"Your only threat at this point is Turkey, so If you keep Naples and the Ionian you will never lose Tunis or Naples and have a strong chance to pick up Greece",france-Game4,Game4-italy-france-58,Game4-italy-france,italy-Game4,1146,59,1904,9,7,1
Game2-austria-italy-492,2249,I'd like to finish off Turkey here without England fucking me.,austria-Game2,Game2-austria-italy-491,Game2-austria-italy,italy-Game2,2249,492,1905,8,2,0
Game11-italy-russia-16,485,Understood!,italy-Game11,Game11-italy-russia-15,Game11-italy-russia,russia-Game11,485,16,1902,4,-1,0
Game1-italy-france-129,1641,"Sounds good. I'm not much use to you without supply centers, so for now I plan to support Spain to hold. Moving West Med to MAO may be a good idea since then you could get more fleets in action.",france-Game1,Game1-italy-france-128,Game1-italy-france,italy-Game1,1641,129,1906,4,-4,1
Game4-france-russia-220,1189,"I appreciate you bringing up concerns: I would definitely be interested in a two-way win. It might be comforting to know that the supply center gap is absolutely temporary as Italy and Austria will work together to push me out of both Rome and Naples (not to mention, the fact that it ties up 4-5 of my units just to the Italian front). That on top of getting you a build this year should even things out, if not put things in your favor.",france-Game4,Game4-france-russia-219,Game4-france-russia,russia-Game4,1189,220,1905,9,2,1
Game7-france-russia-0,4,Hallo there my dearest Tsar! Still figuring this messaging system out haha,france-Game7,,Game7-france-russia,russia-Game7,4,0,1901,3,-1,1
Game8-england-germany-13,279,well what should we do about that?,germany-Game8,Game8-england-germany-12,Game8-england-germany,england-Game8,279,13,1902,5,1,0
Game11-turkey-austria-32,400,If you think I should then I will,austria-Game11,Game11-turkey-austria-31,Game11-turkey-austria,turkey-Game11,400,32,1902,4,0,1
Game1-england-germany-311,1597,Did he give any reasoning for that choice?,england-Game1,Game1-england-germany-310,Game1-england-germany,germany-Game1,1597,311,1906,5,0,0
Game2-italy-germany-191,1528,Or were you gonna army in Berlin also?,italy-Game2,Game2-italy-germany-190,Game2-italy-germany,germany-Game2,1528,191,1902,5,-2,0
Game1-england-germany-378,1932,France confirmed the move to Bre so the plan is a-go,germany-Game1,Game1-england-germany-377,Game1-england-germany,england-Game1,1932,378,1907,7,2,1
Game4-england-germany-14,122,I ask because he said he already talked to you about it.,england-Game4,Game4-england-germany-13,Game4-england-germany,germany-Game4,122,14,1901,3,0,1
Game4-turkey-italy-4,218,"Only if you'd be willing to support - I'd hold it as the edge of my western expansion, but have no interest in going further. Do you know where Austria plans to go? Turkey-Italy alliance could push Austria north to face Germany and Russia.",italy-Game4,Game4-turkey-italy-3,Game4-turkey-italy,turkey-Game4,218,4,1901,3,0,0
Game11-england-italy-4,91,"Italy typically wants to involve itself more on the Eastern triangle, but it still borders both",italy-Game11,Game11-england-italy-3,Game11-england-italy,england-Game11,91,4,1901,3,0,0
Game9-italy-russia-121,661,"I desperately need the Turkish move into the Aegean to not bounce so that I can convoy an army to Constantinople. I believe that they intend to move both fleets out at the same time, but I know for fact that they want to move into the Aegean with the fleet in Constantinople at the very least. I'd recommend bouncing the Eastern Med and moving the fleet in Naples out to the Tyrrhenian Sea so that if the French do move toward you you're in better position to stop it.",russia-Game9,Game9-italy-russia-120,Game9-italy-russia,italy-Game9,661,121,1902,6,2,0
